precise_ID,sample_id,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,per_tile_sequence_quality,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
SF_0011,DDB_SF_S1-001_B7_RNAseq__3,5665437,3991399,488965,187335,0,0,0,0,13071,0,0,0,0,745283,234573,4811,70.45174097,5665437,5478102,96.69,187335,3.31,DDB_SF_S1-001_B7_RNAseq__3_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5665437,0,20-151,51,19.66491897,132.6227671,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,5978679,3524485,5978679,902780529,6178935,797232962,11.69138718,0.019,0.4407,0.5402,0,0
SF_0012,DDB_SF_S1-001_B7_RNAseq__2,5100084,3675273,313445,186773,0,0,0,0,12643,0,0,0,0,683265,224059,4626,72.06298955,5100084,4913311,96.34,186773,3.66,DDB_SF_S1-001_B7_RNAseq__2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5100084,0,20-151,51,24.9330954,133.8229249,pass,pass,pass,warn,warn,pass,warn,fail,warn,pass,pass,5497027,3065388,5497027,830051077,6774903,741142053,10.71127145,0.0204,0.4476,0.5319,0,0
SF_0013,DDB_SF_S1-001_B7_RNAseq__1,5249303,3935012,189109,161445,0,0,0,0,12303,0,0,0,0,682816,263568,5050,74.9625617,5249303,5087858,96.92,161445,3.08,DDB_SF_S1-001_B7_RNAseq__1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5249303,0,20-151,51,22.24568679,137.3748896,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,5262893,2781076,5262893,794696843,3370805,721023281,9.27064989,0.0181,0.4531,0.5288,0,0
SF_0014,DDB_I_SF_S1_001_B2,15213881,9424604,1391853,563420,0,0,0,0,284198,0,0,0,0,3028475,508551,12780,61.94740185,15213881,14650461,96.3,563420,3.7,DDB_I_SF_S1_001_B2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,15213881,0,20-151,51,17.39162549,130.3369644,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,15304757,2801485,15304757,1997263178,4052378,1988635565,0.431971765,0.031,0.4103,0.5588,0,0
SF_0015,DDB_I_SF_S1_001_A1,14605217,6893546,4446316,568770,0,0,0,0,200764,0,0,0,0,2100590,385439,9792,47.19920286,14605217,14036447,96.11,568770,3.89,DDB_I_SF_S1_001_A1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14605217,0,20-151,52,16.9862949,129.5277845,pass,pass,pass,fail,fail,pass,warn,fail,warn,pass,warn,14657101,3054504,14657101,1911350694,11827678,1893816272,0.917383819,0.0298,0.3357,0.6344,0,0
SF_0016,DDB_I_SF_S1_001_B1,13903147,7454554,2311567,471011,0,0,0,0,522749,0,0,0,0,2680476,452562,10228,53.61774568,13903147,13432136,96.61,471011,3.39,DDB_I_SF_S1_001_B1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13903147,0,20-151,51,15.3339025,127.0962446,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,warn,13978165,2782195,13978165,1786093908,9181522,1771557249,0.813879883,0.0392,0.3756,0.5852,0,0
DDB_0001,DDB_PD_001_RNA_5,6096023,2969759,662020,1159385,0,0,0,0,159277,0,0,0,0,937158,203068,5356,48.71633522,6096023,4936638,80.98,1159385,19.02,DDB_PD_001_RNA_5_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6096023,0,20-151,51,18.39982526,133.6124629,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,6109899,1191039,6109899,820935800,3741661,814524998,0.780913928,0.0262,0.4266,0.5471,0,0
DDB_0002,DDB_PD_001_RNA_6,9259129,4571617,922971,1842328,0,0,0,0,218118,0,0,0,0,1381631,314734,7730,49.3741582,9259129,7416801,80.1,1842328,19.9,DDB_PD_001_RNA_6_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9259129,0,20-151,50,15.95765514,131.9822205,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,9282019,1596294,9282019,1229594107,3018684,1224029847,0.452528194,0.0251,0.4244,0.5505,0,0
DDB_0003,DDB_PD_001_RNA_8,5030433,2713041,319808,1063708,0,0,0,0,77485,0,0,0,0,685992,165594,4805,53.93255412,5030433,3966725,78.85,1063708,21.15,DDB_PD_001_RNA_8_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5030433,0,20-151,51,23.12009132,134.940267,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,5067082,837797,5067082,684191377,2317981,680591731,0.526116832,0.0222,0.4364,0.5414,0,0
DDB_0004,DDB_PD_001_RNA_14,5527806,2097157,749787,1562562,0,0,0,0,90369,0,0,0,0,900071,124288,3572,37.9383249,5527806,3965244,71.73,1562562,28.27,DDB_PD_001_RNA_14_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5527806,0,20-151,50,18.48549037,134.9614876,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,5542738,1104888,5542738,752889347,3204436,747384697,0.731136657,0.0212,0.4115,0.5673,0,0
DDB_0005,DDB_PD_001_RNA_20,8440132,3637433,525247,2714994,0,0,0,0,140836,0,0,0,0,1219202,197886,4534,43.09687337,8440132,5725138,67.83,2714994,32.17,DDB_PD_001_RNA_20_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8440132,0,20-151,50,16.72826591,133.1794577,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,8457298,1492753,8457298,1130107876,2482647,1125335646,0.422280926,0.0236,0.4211,0.5553,0,0
DDB_0006,DDB_PD_001_RNA_13,6127403,1260630,2121460,1547664,0,0,0,0,98838,0,0,0,0,1020616,76239,1956,20.5736427,6127403,4579739,74.74,1547664,25.26,DDB_PD_001_RNA_13_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6127403,0,20-151,51,15.13740803,135.5982407,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,6137924,1213359,6137924,837971891,3496180,831672031,0.751798487,0.0158,0.3272,0.657,0,0
DDB_0007,DDB_PD_001_RNA_19,7707156,2021516,1120725,2504877,0,0,0,0,159193,0,0,0,0,1783772,113938,3135,26.22907853,7707156,5202279,67.5,2504877,32.5,DDB_PD_001_RNA_19_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7707156,0,20-151,50,14.46905099,132.6833966,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,7731676,1354975,7731676,1029190994,2884519,1024166666,0.488182274,0.0231,0.4199,0.557,0,0
DDB_0008,DDB_PD_001_RNA_3,6611660,3371398,480623,1300501,0,0,0,0,151203,0,0,0,0,1069571,232782,5582,50.99170254,6611660,5311159,80.33,1300501,19.67,DDB_PD_001_RNA_3_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6611660,0,20-151,50,19.36901323,131.7205892,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,6625771,1138538,6625771,877261975,2127883,873316974,0.449694745,0.0289,0.437,0.5341,0,0
DDB_0009,DDB_PD_001_RNA_4,9386038,4736313,905155,1926347,0,0,0,0,134584,0,0,0,0,1357429,317720,8490,50.46125959,9386038,7459691,79.48,1926347,20.52,DDB_PD_001_RNA_4_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9386038,0,20-151,50,17.06703127,135.626029,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,9404069,1942773,9404069,1284635767,5857555,1274563095,0.784087775,0.0211,0.4317,0.5472,0,0
DDB_0010,DDB_PD_001_RNA_12,6177046,2361373,883865,1418886,0,0,0,0,173810,0,0,0,0,1178628,156960,3524,38.22819192,6177046,4758160,77.03,1418886,22.97,DDB_PD_001_RNA_12_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6177046,0,20-151,50,17.59608723,128.2199433,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,warn,6188155,1094370,6188155,797659796,1898386,793981787,0.46109996,0.0307,0.4168,0.5525,0,0
DDB_0011,DDB_PD_001_RNA_18,7938360,3240405,622507,2162864,0,0,0,0,204088,0,0,0,0,1499119,204530,4847,40.81957734,7938360,5775496,72.75,2162864,27.25,DDB_PD_001_RNA_18_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7938360,0,20-151,50,15.98888548,131.6448361,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,7955125,1404334,7955125,1051509167,2431226,1046829893,0.445005536,0.0274,0.4355,0.5371,0,0
DDB_0012,DDB_PD_001_RNA_11,7133926,2024140,1059925,2207798,0,0,0,0,112780,0,0,0,0,1600770,125395,3118,28.37343701,7133926,4926128,69.05,2207798,30.95,DDB_PD_001_RNA_11_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7133926,0,20-151,50,16.64705045,133.7113166,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,warn,7164625,1426421,7164625,965820839,4759419,957230617,0.889421894,0.0217,0.4384,0.5398,0,0
DDB_0013,DDB_PD_001_RNA_17,6353268,1797633,652873,2200574,0,0,0,0,162002,0,0,0,0,1438737,99134,2315,28.2946194,6353268,4152694,65.36,2200574,34.64,DDB_PD_001_RNA_17_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6353268,0,20-151,50,15.3040068,130.3394736,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,6377811,1360584,6377811,839962683,4851312,829878353,1.200568811,0.0284,0.4402,0.5314,0,0
DDB_0014,DDB_PD_001_RNA_1,3816285,1779071,374413,742626,0,0,0,0,197676,0,0,0,0,594652,125057,2790,46.61787576,3816285,3073659,80.54,742626,19.46,DDB_PD_001_RNA_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3816285,0,20-151,50,23.28887266,126.6706051,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,3821132,662387,3821132,486544080,1199483,484287312,0.463836288,0.0401,0.4102,0.5497,0,0
DDB_0015,DDB_PD_001_RNA_2,6920959,3618567,430730,1463609,0,0,0,0,135314,0,0,0,0,1028771,237071,6897,52.28418489,6920959,5457350,78.85,1463609,21.15,DDB_PD_001_RNA_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6920959,0,20-151,50,17.75727065,135.8055781,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,6933995,1410515,6933995,946750132,4244350,939493583,0.766469288,0.0194,0.4436,0.537,0,0
DDB_0016,DDB_PD_001_RNA_7,6190492,3072856,591464,1265640,0,0,0,0,111843,0,0,0,0,937318,206390,4981,49.63831631,6190492,4924852,79.56,1265640,20.44,DDB_PD_001_RNA_7_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6190492,0,20-151,50,17.73818524,134.7522594,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,6207681,1145864,6207681,839681178,2003659,835967023,0.442329196,0.023,0.4307,0.5463,0,0
DDB_0017,DDB_PD_001_RNA_10,8575040,3201539,1286974,2288986,0,0,0,0,199569,0,0,0,0,1400922,192037,5013,37.33555762,8575040,6286054,73.31,2288986,26.69,DDB_PD_001_RNA_10_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8575040,0,20-151,50,19.06477789,130.934039,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,8598891,1684751,8598891,1141078865,7527525,1124863152,1.421086088,0.0252,0.4094,0.5654,0,0
DDB_0018,DDB_PD_001_RNA_16,6975551,2764654,1108691,1653491,0,0,0,0,69554,0,0,0,0,1197585,177242,4334,39.63348558,6975551,5322060,76.3,1653491,23.7,DDB_PD_001_RNA_16_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6975551,0,20-151,50,16.23411321,135.8772113,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,6992748,1437187,6992748,955230835,4665688,947544970,0.804608134,0.0185,0.4174,0.5641,0,0
DDB_0019,DDB_PD_001_RNA_15,7583684,1830322,1850789,2276979,0,0,0,0,101338,0,0,0,0,1418208,103187,2861,24.13499824,7583684,5306705,69.98,2276979,30.02,DDB_PD_001_RNA_15_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7583684,0,20-151,50,15.01996695,133.5162966,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,7605588,1279651,7605588,1019903620,2390519,1015484812,0.433257409,0.0206,0.3803,0.5991,0,0
DDB_0020,DDB_PD_001_RNA_9,5859047,1519436,1090276,1863433,0,0,0,0,153815,0,0,0,0,1134314,95387,2386,25.93315944,5859047,3995614,68.2,1863433,31.8,DDB_PD_001_RNA_9_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5859047,0,20-151,50,17.0824357,127.4237529,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,5878654,1257191,5878654,755061876,3733057,748308181,0.894455834,0.0339,0.3958,0.5703,0,0
DDB_0021,DDB_PD_002_AMBR_3__S03_RNA,13550026,4330527,5022255,2207833,0,0,0,0,129832,0,0,0,0,1590608,262454,6517,31.95954753,13550026,11342193,83.71,2207833,16.29,DDB_PD_002_AMBR_3__S03_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13550026,0,20-151,51,14.24765553,132.4742577,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,13573134,2700453,13573134,1807114558,5731553,1796559138,0.584103534,0.0272,0.2929,0.6798,0,0
DDB_0022,DDB_PD_002_AMBR_4__S03_RNA,14084189,5494709,3528138,2524328,0,0,0,0,153583,0,0,0,0,2037982,337642,7807,39.01331486,14084189,11559861,82.08,2524328,17.92,DDB_PD_002_AMBR_4__S03_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14084189,0,20-151,51,14.70792792,133.0645936,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,14123299,2433137,14123299,1887912641,2464943,1881623207,0.333142216,0.0263,0.3427,0.631,0,0
DDB_0023,DDB_PD_002_AMBR_7__S03_RNA,12377147,4105232,4204446,2006914,0,0,0,0,182354,0,0,0,0,1614322,258827,5052,33.16783747,12377147,10370233,83.79,2006914,16.21,DDB_PD_002_AMBR_7__S03_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12377147,0,20-151,51,14.80248322,130.8622734,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,12400794,2587825,12400794,1631600032,6136230,1620815566,0.660974858,0.0316,0.3016,0.6668,0,0
DDB_0024,DDB_PD_002_AMBR_8__S03_RNA,13207211,5831206,2133704,2679219,0,0,0,0,165077,0,0,0,0,2039055,350800,8150,44.1516835,13207211,10527992,79.71,2679219,20.29,DDB_PD_002_AMBR_8__S03_RNA_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13207211,0,20-151,51,14.56176456,132.4543602,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,13241159,2326625,13241159,1759480835,2150803,1753563090,0.336334723,0.0275,0.384,0.5884,0,0
DDB_0026,DDB_PD_002_AMBR_8__S06_RNA,14361669,5070143,3571621,3439925,0,0,0,0,133527,0,0,0,0,1870638,268968,6847,35.30329936,14361669,10921744,76.05,3439925,23.95,DDB_PD_002_AMBR_8__S06_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14361669,0,20-151,51,14.57934423,132.9821844,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,14397507,2935155,14397507,1924975341,8268010,1911428260,0.703753483,0.0247,0.3438,0.6315,0,0
DDB_0027,DDB_PD_002_AMBR_3__S06_RNA,12215177,2936799,4670968,2106982,0,0,0,0,454338,0,0,0,0,1864954,177265,3871,24.04221404,12215177,10108195,82.75,2106982,17.25,DDB_PD_002_AMBR_3__S06_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12215177,0,20-151,52,14.33862387,123.4893932,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,12256511,2200873,12256511,1520380930,2763705,1513947773,0.423127972,0.0382,0.2921,0.6698,0,0
DDB_0029,DDB_PD_002_AMBR_7__S11_RNA,12123560,3468970,3783691,2950714,0,0,0,0,163755,0,0,0,0,1550732,201174,4524,28.61346007,12123560,9172846,75.66,2950714,24.34,DDB_PD_002_AMBR_7__S11_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12123560,0,20-151,51,14.38534265,131.375881,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,12147283,2095826,12147283,1603434023,2025538,1598040511,0.336372556,0.0293,0.3242,0.6464,0,0
DDB_0030,DDB_PD_002_AMBR_8__S11_RNA,14300571,5689259,1496782,4122277,0,0,0,0,191885,0,0,0,0,2481936,311419,7013,39.78343942,14300571,10178294,71.17,4122277,28.83,DDB_PD_002_AMBR_8__S11_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14300571,0,20-151,50,14.56237645,133.1148243,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,warn,14352687,2909632,14352687,1921527442,10041420,1906301005,0.792413195,0.0282,0.4334,0.5385,0,0
DDB_0031,DDB_PD_002_AMBR_7__S14_RNA,14124653,1985800,6969819,1268086,0,0,0,0,376005,0,0,0,0,3394500,128918,1525,14.05910644,14124653,12856567,91.02,1268086,8.98,DDB_PD_002_AMBR_7__S14_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14124653,0,20-151,52,9.287281973,121.1971161,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,14160713,3249936,14160713,1727754598,7459278,1713856733,0.80438883,0.0451,0.2907,0.6642,0,0
DDB_0032,DDB_PD_002_AMBR_8__S14_RNA,10846752,1618199,4877503,1080491,0,0,0,0,320981,0,0,0,0,2842745,105551,1282,14.9187425,10846752,9766261,90.04,1080491,9.96,DDB_PD_002_AMBR_8__S14_RNA_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10846752,0,20-151,52,9.775609692,122.2980694,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,warn,10916189,2046637,10916189,1338036382,2697025,1331753394,0.4695678,0.045,0.2948,0.6602,0,0
DDB_0033,DDB_PD_002_AMBR_3__S11_RNA,12601534,3434042,2696212,3638186,0,0,0,0,222865,0,0,0,0,2400100,205201,4928,27.25098389,12601534,8963348,71.13,3638186,28.87,DDB_PD_002_AMBR_3__S11_RNA_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12601534,0,20-151,51,13.33164329,130.3598746,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,warn,12644011,2701829,12644011,1656035418,9647298,1641319566,0.8886194,0.0365,0.3616,0.6019,0,0
DDB_0034,DDB_PD_002_AMBR_4__S11_RNA,14407594,4171977,2084624,4427546,0,0,0,0,265035,0,0,0,0,3207531,245561,5320,28.95679181,14407594,9980048,69.27,4427546,30.73,DDB_PD_002_AMBR_4__S11_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14407594,0,20-151,50,13.21496818,131.5642051,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,warn,14439009,2890876,14439009,1909846063,7340497,1897223586,0.660915937,0.0362,0.3911,0.5727,0,0
DDB_0035,DDB_PD_002_AMBR_3__S14_RNA,12683830,3763988,3103242,3212198,0,0,0,0,108017,0,0,0,0,2265862,225294,5229,29.67548446,12683830,9471632,74.67,3212198,25.33,DDB_PD_002_AMBR_3__S14_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12683830,0,20-151,51,15.99826035,131.8508108,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,12727859,2224970,12727859,1685569021,2331371,1679731913,0.346298961,0.0304,0.3596,0.6099,0,0
DDB_0036,DDB_PD_002_AMBR_4__S14_RNA,14044192,2404724,6829629,2462191,0,0,0,0,175610,0,0,0,0,2031349,137823,2866,17.12255144,14044192,11582001,82.47,2462191,17.53,DDB_PD_002_AMBR_4__S14_RNA_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14044192,0,20-151,52,10.83679286,126.004935,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,14112841,2676130,14112841,1784427519,2417130,1777562100,0.384740704,0.036,0.2295,0.7345,0,0
DDB_0037,DDB_PD_002_AMBR_1__S03_RNA,13851479,4266108,5347394,2171631,0,0,0,0,187605,0,0,0,0,1612369,260565,5807,30.7989349,13851479,11679848,84.32,2171631,15.68,DDB_PD_002_AMBR_1__S03_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13851479,0,20-151,52,14.05394174,130.571363,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,13887698,2305017,13887698,1822016826,2379147,1815948141,0.333075135,0.0314,0.2874,0.6812,0,0
